assoc_type	tissue	drug	nr	nc	mat_size	min_prox	mean_prox_actual	med_prox	max_prox	mean_prox_null	sd_prox	prox_zs
GCN	Skeletal_muscle	norgestrel	10	30	300	1	4.69	4	11	3.96417333333333	0.435286536397313	1.66746868091542
GCN	Skeletal_muscle	nortriptyline	12	30	360	1	4.77222222222222	4	10	4.27921388888889	0.434425284757195	1.13485183904265
GCN	Skeletal_muscle	olaparib	7	30	210	0	4.65238095238095	4	10	4.11532857142857	0.513584204981379	1.04569489431991
GCN	Skeletal_muscle	oxybenzone	7	30	210	0	4.53809523809524	4	10	4.22871428571428	0.526484619466952	0.58763530963962
GCN	Skeletal_muscle	oxymetazoline	9	30	270	1	4.32592592592593	4	9	4.16234814814814	0.45210319371152	0.361815134361044
GCN	Skeletal_muscle	palbociclib	18	30	540	0	4.58518518518519	4	10	4.05889259259259	0.360166157019276	1.46124943261794
GCN	Skeletal_muscle	panobinostat	12	30	360	0	4.77777777777778	4	11	3.83672222222222	0.397121570758521	2.36969136115699
GCN	Skeletal_muscle	paroxetine	8	30	240	2	4.65416666666667	4	10	4.26097499999999	0.535274162383191	0.734561266540645
GCN	Skeletal_muscle	pemetrexed	11	30	330	1	4.48787878787879	4	10	3.72451515151516	0.362167231509485	2.10776561198535
GCN	Skeletal_muscle	pergolide	10	30	300	1	4.91666666666667	4	10	4.05795333333333	0.431571184238293	1.98973741689667
GCN	Skeletal_muscle	phenformin	12	30	360	1	4.59444444444444	4	12	4.05136388888889	0.429477204494002	1.26451543847453
GCN	Skeletal_muscle	phenolphthalein	12	30	360	1	4.69166666666667	4	10	4.11059166666667	0.418207823725827	1.38944076852313
GCN	Skeletal_muscle	pindolol	3	30	90	2	4.18888888888889	4	8	4.0689	0.753051733914071	0.159336846972298
GCN	Skeletal_muscle	pioglitazone	14	30	420	1	4.93809523809524	4	12	4.24672619047619	0.412674407054358	1.67533783486598
GCN	Skeletal_muscle	pitavastatin	8	30	240	0	4.5125	4	10	4.04378333333333	0.463620802696706	1.0109914480548
GCN	Skeletal_muscle	pizotifen	7	30	210	2	4.2	4	8	4.03680476190476	0.499795866686928	0.32652378495452
GCN	Skeletal_muscle	pravastatin	12	30	360	1	4.26388888888889	4	10	3.99414444444444	0.415398715255411	0.649362731607381
GCN	Skeletal_muscle	prednicarbate	6	30	180	1	4.06111111111111	3	8	4.03125	0.539571195093451	0.0553423002981807
GCN	Skeletal_muscle	prednisone	10	30	300	1	4.39333333333333	4	10	3.97772	0.432775649765206	0.960343618128267
GCN	Skeletal_muscle	procaterol	15	30	450	1	4.73555555555556	4	12	4.10946888888889	0.389544712140764	1.6072267114755
GCN	Skeletal_muscle	prochlorperazine	11	30	330	0	4.79393939393939	4	10	4.30573636363636	0.45247397625873	1.07896377674519
GCN	Skeletal_muscle	progesterone	12	30	360	1	4.47222222222222	4	10	3.97041388888889	0.399942156332705	1.25470227478567
GCN	Skeletal_muscle	promethazine	8	30	240	1	5.025	4	11	4.040425	0.492254389273228	2.00013452689298
GCN	Skeletal_muscle	propranolol	8	30	240	0	4.725	4	10	4.03202083333333	0.495889877815857	1.39744567830037
GCN	Skeletal_muscle	pseudoephedrine	15	30	450	1	4.77777777777778	4	11	3.91754	0.378182616574498	2.27466239873647
GCN	Skeletal_muscle	quetiapine	6	30	180	0	4.32222222222222	4	9	4.05769444444444	0.55401261591204	0.477476090219178
GCN	Skeletal_muscle	quinidine	14	30	420	1	4.2547619047619	4	9	4.0904	0.395825918319399	0.415237853700308
GCN	Skeletal_muscle	raloxifene	11	30	330	1	4.72727272727273	4	10	4.27369090909091	0.455053182788479	0.996766609569363
GCN	Skeletal_muscle	rifampicin	12	30	360	1	4.53611111111111	4	10	4.00188055555556	0.402941890012583	1.32582530830653
GCN	Skeletal_muscle	rimexolone	6	30	180	0	4.56666666666667	4	9	4.07406666666667	0.56842065915082	0.866611711009782
GCN	Skeletal_muscle	risperidone	7	30	210	0	4.94285714285714	5	11	3.9193380952381	0.489155856669677	2.09241908006064
GCN	Skeletal_muscle	ropinirole	16	30	480	1	4.16875	4	9	3.93330208333333	0.363913189424403	0.646989236743728
GCN	Skeletal_muscle	rosiglitazone	9	30	270	0	4.71111111111111	4	11	4.08996666666667	0.464781795069326	1.33642163061011
GCN	Skeletal_muscle	rosuvastatin	7	30	210	1	4.06666666666667	3.5	9	4.01020952380953	0.500430682205928	0.112817109071478
GCN	Skeletal_muscle	rucaparib	9	30	270	1	4.33333333333333	4	9	4.01114444444444	0.473075075040637	0.681052344305424
GCN	Skeletal_muscle	salmeterol	9	30	270	1	4.78518518518519	4	10	4.26517407407408	0.496940892399292	1.046424472336
GCN	Skeletal_muscle	saquinavir	8	30	240	0	4.42916666666667	4	10	3.93897916666667	0.432502439310248	1.13337511062769
GCN	Skeletal_muscle	sertraline	9	30	270	1	5.05555555555556	4.5	11	4.20944814814815	0.462953952368474	1.82762757090359
GCN	Skeletal_muscle	sildenafil	13	30	390	1	4.44102564102564	4	9	4.01384615384615	0.411284596821192	1.03864693810843
GCN	Skeletal_muscle	simvastatin	11	30	330	1	4.04545454545455	3	8	4.01078181818182	0.424924751440656	0.0815973349520752
GCN	Skeletal_muscle	sirolimus	9	30	270	1	4.18148148148148	3.5	9	4.00330740740741	0.461587792654187	0.38600256962938
GCN	Skeletal_muscle	sorafenib	8	30	240	0	5.08333333333333	5	10	3.96868333333334	0.4543629357067	2.45321506752373
GCN	Skeletal_muscle	spironolactone	8	30	240	1	3.725	3	8	3.5823875	0.406669385201773	0.350684131113636
GCN	Skeletal_muscle	tacrolimus	4	30	120	1	4.64166666666667	4	10	3.92496666666667	0.657895777095572	1.08938227748479
GCN	Skeletal_muscle	tadalafil	12	30	360	0	4.54722222222222	4	9	4.29865277777778	0.443188009095643	0.560866808990758
GCN	Skeletal_muscle	tamoxifen	9	30	270	1	4.94444444444445	5	11	3.67213333333333	0.417584429410062	3.04683561335983
GCN	Skeletal_muscle	telmisartan	13	30	390	1	4.64102564102564	4	11	4.09981794871795	0.424472188986569	1.27501331382823
GCN	Skeletal_muscle	temsirolimus	18	30	540	1	4.60925925925926	4	12	3.83935	0.346542840583133	2.22168565930758
GCN	Skeletal_muscle	terazosin	11	30	330	0	4.32424242424242	4	9	4.26063333333333	0.435584288424709	0.146031646685724
GCN	Skeletal_muscle	testosterone	13	30	390	1	4.5	4	10	3.97017692307693	0.384735937909931	1.37710836113029
GCN	Skeletal_muscle	thalidomide	8	30	240	0	4.63333333333333	4	10	4.33617083333334	0.51562673239447	0.57631321522068
GCN	Skeletal_muscle	thioridazine	10	30	300	1	4.04333333333333	4	8	3.92606666666667	0.432691596374518	0.27101674183004
GCN	Skeletal_muscle	tibolone	11	30	330	1	4.38484848484849	4	9	4.03583636363636	0.430544814598112	0.810629020205277
GCN	Skeletal_muscle	timolol	8	30	240	0	4.60833333333333	4	12	4.01939583333333	0.460233344037133	1.27964978554983
GCN	Skeletal_muscle	toremifene	8	30	240	0	4.42083333333333	4	10	3.85909166666667	0.463135744960294	1.21290933118285
GCN	Skeletal_muscle	tretinoin	14	30	420	1	4.25952380952381	4	10	3.91937857142857	0.395315471983178	0.860439983259028
GCN	Skeletal_muscle	triamcinolone	9	30	270	1	4.78888888888889	4	10	4.1702925925926	0.490655963938557	1.2607536476898
GCN	Skeletal_muscle	triclosan	4	30	120	1	5.48333333333333	6	9	3.96073333333333	0.647191507088008	2.35262666973309
GCN	Skeletal_muscle	trimipramine	10	30	300	1	4.38666666666667	4	9	3.90563333333333	0.426316458032124	1.12834802473681
GCN	Skeletal_muscle	troglitazone	6	30	180	0	4.62777777777778	4	10	4.06222222222222	0.49904455233807	1.13327668422765
GCN	Skeletal_muscle	valdecoxib	12	30	360	1	4.46111111111111	4	10	4.15930000000001	0.418733823187652	0.720770796143321
GCN	Skeletal_muscle	vardenafil	14	30	420	0	4.51428571428571	4	10	4.12563095238095	0.380523748437219	1.02136795272551
GCN	Skeletal_muscle	vemurafenib	7	30	210	1	5.22380952380952	5	11	3.96688095238095	0.489872394668547	2.56582854046924
GCN	Skeletal_muscle	verapamil	11	30	330	0	4.89393939393939	4	12	3.96750909090909	0.420061085507789	2.20546566914283
GCN	Skeletal_muscle	vorinostat	12	30	360	0	4.82777777777778	4	11	3.82636111111111	0.387358157093094	2.58524739528332
GCN	Skeletal_muscle	warfarin	6	30	180	2	4.40555555555556	4	9	4.09121111111111	0.572175579181715	0.549384587321961
GCN	Skeletal_muscle	xanthinol	12	30	360	1	4.47222222222222	4	9	4.11506666666667	0.412487627490761	0.865857620332017
GCN	Skeletal_muscle	ziprasidone	5	30	150	1	4.26	4	9	3.65078666666667	0.502136557400309	1.21324234285467
PPI	Adipose_subcutaneous	acitretin	84	160	13440	0	3.74099702380952	4	8	3.88984799107143	0.0576294264644424	-2.58289864039774
PPI	Adipose_subcutaneous	acyclovir	73	160	11680	0	3.79049657534247	4	9	3.93989315068493	0.0655263578899385	-2.27994627129123
PPI	Adipose_subcutaneous	afatinib	78	160	12480	0	3.69262820512821	4	7	3.993671875	0.063286163415639	-4.75686395926155
PPI	Adipose_subcutaneous	alclometasone	65	160	10400	0	3.75826923076923	4	7	3.92470355769231	0.065675397813695	-2.53419594648233
PPI	Adipose_subcutaneous	alitretinoin	78	160	12480	0	3.77964743589744	4	7	3.93651931089744	0.0662214634128226	-2.36889773972625
PPI	Adipose_subcutaneous	alprostadil	73	160	11680	0	3.71412671232877	4	8	3.85540881849315	0.0623567666206628	-2.26570609447803
PPI	Adipose_subcutaneous	amcinonide	55	160	8800	0	3.76840909090909	4	8	3.90713602272727	0.0685256895022716	-2.02445145500624
PPI	Adipose_subcutaneous	aminoglutethimide	85	160	13600	0	3.77183823529412	4	8	3.93103404411765	0.0609217225820007	-2.61312060914319
PPI	Adipose_subcutaneous	amiodarone	89	160	14240	0	3.64234550561798	4	7	3.91839473314607	0.0590303294672771	-4.67639652394478
PPI	Adipose_subcutaneous	amlodipine	76	160	12160	0	3.74654605263158	4	9	3.93754514802631	0.0615574959637843	-3.10277558247495
PPI	Adipose_subcutaneous	amoxapine	75	160	12000	0	3.78858333333333	4	8	3.93103716666667	0.0625661873476072	-2.27685015457136
PPI	Adipose_subcutaneous	atomoxetine	80	160	12800	0	3.690859375	4	8	3.9143996875	0.0620603668737124	-3.60198180837193
PPI	Adipose_subcutaneous	atorvastatin	59	160	9440	0	3.60794491525424	4	8	3.85727923728814	0.0645228684788604	-3.86427832351547
PPI	Adipose_subcutaneous	auranofin	77	160	12320	0	3.62727272727273	4	7	3.87718068181818	0.062221617338595	-4.01641688587925
PPI	Adipose_subcutaneous	balsalazide	76	160	12160	0	3.82870065789474	4	8	3.95229621710526	0.0649291991475302	-1.90354356488658
PPI	Adipose_subcutaneous	belinostat	89	160	14240	0	3.71811797752809	4	9	3.9384904494382	0.0600169672379331	-3.67183618319897
PPI	Adipose_subcutaneous	benzthiazide	65	160	10400	0	3.81125	4	7	3.99088192307693	0.0700609034136715	-2.5639395772033
PPI	Adipose_subcutaneous	benzylpenicillin	89	160	14240	0	3.69445224719101	4	7	3.93475245786517	0.0598651702349143	-4.01402367572343
PPI	Adipose_subcutaneous	betamethasone	85	160	13600	0	3.77397058823529	4	8	3.91089264705882	0.0588578938403743	-2.32631597717155
PPI	Adipose_subcutaneous	bosutinib	67	160	10720	0	3.70223880597015	4	9	3.86885792910448	0.0664846550993284	-2.50612901406197
PPI	Adipose_subcutaneous	brinzolamide	72	160	11520	0	3.74713541666667	4	7	3.89940503472222	0.0621586721486974	-2.44969226001622
PPI	Adipose_subcutaneous	budesonide	63	160	10080	0	3.69821428571429	4	8	3.9228814484127	0.0666507225800913	-3.37081360863623
PPI	Adipose_subcutaneous	bupropion	60	160	9600	0	3.65177083333333	4	7	3.89360083333334	0.0643636506244729	-3.75724493023177
PPI	Adipose_subcutaneous	buspirone	61	160	9760	0	3.84415983606557	4	7	3.93610450819671	0.066620017792529	-1.38013580869159
PPI	Adipose_subcutaneous	cabergoline	82	160	13120	0	3.72400914634146	4	8	3.92403399390244	0.0595208862470714	-3.36058248075602
PPI	Adipose_subcutaneous	caffeine	71	160	11360	0	3.72200704225352	4	8	3.92675052816902	0.0642429788183174	-3.18701731584592
PPI	Adipose_subcutaneous	capsaicin	87	160	13920	0	3.76580459770115	4	7	3.93881443965517	0.0621738183442371	-2.78268001807639
PPI	Adipose_subcutaneous	carvedilol	78	160	12480	0	3.84383012820513	4	8	3.95122467948718	0.0617295330626473	-1.73975965723017
PPI	Adipose_subcutaneous	celecoxib	65	160	10400	0	3.78278846153846	4	7	3.92491730769231	0.0638702467875058	-2.22527472966729
PPI	Adipose_subcutaneous	chloroquine	72	160	11520	0	3.80208333333333	4	7	3.95664175347222	0.0668451741476169	-2.31218516683901
PPI	Adipose_subcutaneous	chlorpromazine	68	160	10880	0	3.76727941176471	4	9	3.95655147058824	0.067248014663363	-2.81453749632621
PPI	Adipose_subcutaneous	clomifene	90	160	14400	0	3.89756944444444	4	9	3.96092604166666	0.0606506746669015	-1.04461487972194
PPI	Adipose_subcutaneous	clonidine	55	160	8800	0	3.88659090909091	4	7	3.98989727272727	0.0724344849914708	-1.42620415743308
PPI	Adipose_subcutaneous	curcumin	79	160	12640	0	3.73457278481013	4	8	3.97097571202531	0.0641398261993025	-3.68574318365943
PPI	Adipose_subcutaneous	danazol	57	160	9120	0	3.66699561403509	4	7	3.95452434210527	0.0713349976879753	-4.03068251754703
PPI	Adipose_subcutaneous	dasatinib	67	160	10720	0	3.71147388059702	4	7	3.91758330223881	0.0631426423468045	-3.26418746478418
PPI	Adipose_subcutaneous	desipramine	89	160	14240	0	3.80463483146067	4	8	3.93391966292135	0.0583418784490785	-2.21598678166527
PPI	Adipose_subcutaneous	desoximetasone	74	160	11840	0	3.73065878378378	4	7	3.94010456081081	0.0634942352157843	-3.29865815873254
PPI	Adipose_subcutaneous	dexamethasone	62	160	9920	0	3.77560483870968	4	7	3.91985403225807	0.0643636144163364	-2.24116055098014
PPI	Adipose_subcutaneous	dextromethorphan	76	160	12160	0	3.83889802631579	4	7	3.97920115131579	0.0630587624738105	-2.22495842759792
PPI	Adipose_subcutaneous	diclofenamide	63	160	10080	0	3.76547619047619	4	7	3.96140228174603	0.0694865930592689	-2.819624371319
PPI	Adipose_subcutaneous	dienestrol	69	160	11040	0	3.86304347826087	4	9	3.99532336956521	0.0664879071949159	-1.98953308782225
PPI	Adipose_subcutaneous	diethylstilbestrol	72	160	11520	0	3.884375	4	7	3.93215234375	0.0616261225575	-0.775277459739926
PPI	Adipose_subcutaneous	diflorasone	83	160	13280	0	3.73561746987952	4	7	3.86953268072289	0.0584836445280919	-2.28978908417798
PPI	Adipose_subcutaneous	digitoxin	87	160	13920	0	3.53943965517241	4	7	3.86735064655173	0.0569834759037914	-5.75449261699921
PPI	Adipose_subcutaneous	digoxin	100	160	16000	0	3.566	4	8	3.8657565625	0.0556211547289404	-5.38925457338686
PPI	Adipose_subcutaneous	dihydroergocristine	77	160	12320	1	3.78076298701299	4	7	3.88892126623376	0.061558061472088	-1.75701243077337
PPI	Adipose_subcutaneous	diltiazem	60	160	9600	0	3.70854166666667	4	7	3.93167489583333	0.0700154059462586	-3.18691616724938
PPI	Adipose_subcutaneous	dinoprostone	71	160	11360	0	3.83679577464789	4	7	3.97549146126761	0.0640918081203444	-2.16401581867207
PPI	Adipose_subcutaneous	dipyridamole	73	160	11680	0	3.68792808219178	4	7	3.92661832191781	0.0650436883881943	-3.66969102830512
PPI	Adipose_subcutaneous	disopyramide	98	160	15680	0	3.72895408163265	4	7	3.94056173469388	0.0594111606979241	-3.56174918273603
PPI	Adipose_subcutaneous	dobutamine	67	160	10720	0	3.81380597014925	4	7	3.98938871268656	0.069951859728739	-2.51005110111709
PPI	Adipose_subcutaneous	doconexent	64	160	10240	0	3.83466796875	4	7	3.910847265625	0.0665411462156879	-1.14484497498843
PPI	Adipose_subcutaneous	donepezil	62	160	9920	0	3.73770161290323	4	7	3.9409779233871	0.0658390530796146	-3.08747317854134
PPI	Adipose_subcutaneous	dosulepin	54	160	8640	0	3.7681712962963	4	7	3.94153518518519	0.0703480504780288	-2.46437374896459
PPI	Adipose_subcutaneous	doxepin	63	160	10080	0	3.81984126984127	4	9	3.9637310515873	0.0666177382915705	-2.15993195560404
PPI	Adipose_subcutaneous	doxorubicin	75	160	12000	0	3.63108333333333	4	8	3.85580925	0.0622884173867397	-3.60782832659529
PPI	Adipose_subcutaneous	duloxetine	78	160	12480	0	3.77163461538462	4	9	3.95210168269231	0.0616005026241545	-2.9296362792489
PPI	Adipose_subcutaneous	dydrogesterone	57	160	9120	0	3.81074561403509	4	7	3.93825866228071	0.0742621349946009	-1.71706682355538
PPI	Adipose_subcutaneous	erlotinib	73	160	11680	0	3.68116438356164	4	7	3.93369023972603	0.0632454054910711	-3.99279369313303
PPI	Adipose_subcutaneous	escitalopram	79	160	12640	0	3.84082278481013	4	7	3.96730696202532	0.0618699135904572	-2.04435677819823
PPI	Adipose_subcutaneous	estradiol	67	160	10720	0	3.75652985074627	4	7	3.95991427238806	0.0661575687259529	-3.07424268392143
PPI	Adipose_subcutaneous	estriol	92	160	14720	0	3.7163722826087	4	9	3.92292493206522	0.0553723170231185	-3.73025115366371
PPI	Adipose_subcutaneous	etodolac	68	160	10880	0	3.77987132352941	4	7	3.90206341911765	0.0637440210969479	-1.91691853581685
PPI	Adipose_subcutaneous	etomidate	78	160	12480	0	3.69350961538462	4	7	3.91288493589743	0.0630227618666367	-3.48089030082549
PPI	Adipose_subcutaneous	everolimus	78	160	12480	0	3.66057692307692	4	7	3.95204158653847	0.0637108955246611	-4.57480092002051
PPI	Adipose_subcutaneous	fenoldopam	64	160	10240	0	3.69853515625	4	7	3.939840234375	0.0687031033720622	-3.51228789212345
PPI	Adipose_subcutaneous	fenoterol	64	160	10240	0	3.81279296875	4	7	3.91664052734376	0.0661159637848532	-1.57068811598494
PPI	Adipose_subcutaneous	fexofenadine	74	160	11840	0	3.68234797297297	4	7	3.89423006756757	0.0635999130286347	-3.33148403047665
PPI	Adipose_subcutaneous	flecainide	56	160	8960	1	3.90491071428571	4	7	3.99633828125	0.0738189274034983	-1.23853827439868
PPI	Adipose_subcutaneous	flunisolide	60	160	9600	0	3.63635416666667	4	8	3.83198666666666	0.0667487323553701	-2.9308796301695
PPI	Adipose_subcutaneous	fluoxetine	82	160	13120	0	3.56631097560976	4	7	3.84119443597561	0.0588256568501131	-4.67284982582088
PPI	Adipose_subcutaneous	fluticasone	66	160	10560	0	3.61051136363636	4	7	3.87576240530303	0.0635127310312038	-4.17634444874292
PPI	Adipose_subcutaneous	fluvastatin	76	160	12160	0	3.73815789473684	4	9	3.91233355263158	0.0608229992559148	-2.86364796253947
PPI	Adipose_subcutaneous	fostamatinib	72	160	11520	0	3.72803819444444	4	7	3.94364253472222	0.0666959734916639	-3.2326440261754
PPI	Adipose_subcutaneous	fulvestrant	73	160	11680	0	3.70667808219178	4	7	3.96822919520548	0.0627422434744025	-4.16866051530986
PPI	Adipose_subcutaneous	gefitinib	71	160	11360	0	3.82288732394366	4	8	3.95529190140845	0.065203023976421	-2.03065087154042
PPI	Adipose_subcutaneous	iloprost	52	160	8320	0	3.76887019230769	4	8	3.9392139423077	0.0740296157277481	-2.30102166984721
PPI	Adipose_subcutaneous	imatinib	70	160	11200	0	3.73883928571429	4	7	3.92839321428572	0.0679899209997063	-2.78797100782407
PPI	Adipose_subcutaneous	ipratropium	81	160	12960	0	3.72430555555556	4	8	3.9451225308642	0.0609284710798289	-3.62420017103866
PPI	Adipose_subcutaneous	irbesartan	74	160	11840	0	3.72635135135135	4	7	3.95167711148649	0.0622924101682592	-3.61722655338762
PPI	Adipose_subcutaneous	isotretinoin	78	160	12480	0	3.69711538461538	4	7	3.91723517628205	0.0620692011005047	-3.54636096105449
PPI	Adipose_subcutaneous	itraconazole	55	160	8800	0	3.75295454545455	4	7	3.96257556818182	0.0711620847533744	-2.94568411610974
PPI	Adipose_subcutaneous	labetalol	74	160	11840	0	3.7004222972973	4	7	3.93751883445946	0.0632257653924551	-3.74999868630223
PPI	Adipose_subcutaneous	lamivudine	57	160	9120	1	3.74561403508772	4	7	3.92571337719298	0.0708338138210872	-2.54256170026588
PPI	Adipose_subcutaneous	lapatinib	77	160	12320	0	3.83409090909091	4	8	4.00879456168831	0.0625874278410146	-2.79135376902187
PPI	Adipose_subcutaneous	levonorgestrel	64	160	10240	1	3.816015625	4	7	3.97086142578125	0.0673641225554839	-2.29863902188754
PPI	Adipose_subcutaneous	lopinavir	67	160	10720	0	3.76277985074627	4	7	3.95592714552239	0.0689553200819779	-2.80104993416746
PPI	Adipose_subcutaneous	losartan	66	160	10560	0	3.81306818181818	4	7	3.95255568181819	0.0679810382345251	-2.05185892452536
PPI	Adipose_subcutaneous	lovastatin	67	160	10720	0	3.6589552238806	4	7	3.84083134328359	0.0618725787362232	-2.9395270589637
PPI	Adipose_subcutaneous	lypressin	73	160	11680	0	3.59837328767123	4	7	3.89695488013699	0.0603208256424809	-4.94989233462156
PPI	Adipose_subcutaneous	maprotiline	79	160	12640	0	3.72207278481013	4	9	3.91774960443038	0.0615744195854412	-3.17789141883388
PPI	Adipose_subcutaneous	medrysone	75	160	12000	0	3.822	4	8	3.9296055	0.0655029911143626	-1.6427570431422
PPI	Adipose_subcutaneous	mephentermine	80	160	12800	0	3.675859375	4	7	3.973821875	0.0635159449589909	-4.69114488011443
PPI	Adipose_subcutaneous	mestranol	63	160	10080	0	3.7578373015873	4	7	3.93635575396825	0.0683180672967565	-2.61304892606974
PPI	Adipose_subcutaneous	methylprednisolone	74	160	11840	0	3.76342905405405	4	7	3.93363538851351	0.060863731114843	-2.79651495795254
PPI	Adipose_subcutaneous	metoclopramide	65	160	10400	0	3.73423076923077	4	7	3.91579471153846	0.0652956722268996	-2.78064282234148
PPI	Adipose_subcutaneous	metoprolol	70	160	11200	0	3.88035714285714	4	7	3.98032723214286	0.0676590338300637	-1.4775571513009
PPI	Adipose_subcutaneous	midostaurin	74	160	11840	0	3.62398648648649	4	7	3.85964163851352	0.0613769007664466	-3.83947623754664
PPI	Adipose_subcutaneous	mifepristone	53	160	8480	0	3.82122641509434	4	7	3.92452452830189	0.0705883466556499	-1.46338762843487
PPI	Adipose_subcutaneous	mirtazapine	75	160	12000	0	3.6695	4	7	3.90343200000001	0.062240131761335	-3.75853960105742
PPI	Adipose_subcutaneous	mitotane	73	160	11680	0	3.73844178082192	4	7	3.96270710616438	0.0673389967884729	-3.33039302689537
PPI	Adipose_subcutaneous	molsidomine	67	160	10720	0	3.70503731343284	4	7	3.86615382462686	0.0633597295487906	-2.54288508397043
PPI	Adipose_subcutaneous	nadolol	78	160	12480	0	3.82411858974359	4	7	3.99233693910257	0.0631629761190686	-2.66324292639206
PPI	Adipose_subcutaneous	naloxone	75	160	12000	0	3.78091666666667	4	7	3.9460575	0.0639971278088668	-2.58044132584416
PPI	Adipose_subcutaneous	nelfinavir	67	160	10720	0	3.72919776119403	4	7	3.96963731343284	0.0676270702913476	-3.55537436714263
PPI	Adipose_subcutaneous	neratinib	81	160	12960	0	3.64537037037037	4	9	3.88570895061728	0.0604803597484025	-3.973828549412
PPI	Adipose_subcutaneous	niacin	71	160	11360	0	3.80765845070423	4	7	3.91502579225352	0.0654918385624426	-1.6394003269113
PPI	Adipose_subcutaneous	nicardipine	67	160	10720	0	3.89608208955224	4	8	3.97523470149253	0.0673664612352946	-1.17495576417217
PPI	Adipose_subcutaneous	nicotinamide	79	160	12640	0	3.75007911392405	4	9	3.88485712025316	0.0589962675570091	-2.28451751119461
PPI	Adipose_subcutaneous	nifedipine	72	160	11520	0	3.72135416666667	4	7	3.96844201388889	0.0655732060116687	-3.76812210734749
PPI	Adipose_subcutaneous	nimodipine	69	160	11040	0	3.76974637681159	4	8	3.93595253623188	0.0675827492691902	-2.45929858162874
PPI	Adipose_subcutaneous	nitrendipine	79	160	12640	0	3.72792721518987	4	7	3.90062539556962	0.061209005511204	-2.82145051920731
PPI	Adipose_subcutaneous	norethisterone	59	160	9440	0	3.80529661016949	4	7	3.98766387711865	0.0675922369818058	-2.69805047284127
PPI	Adipose_subcutaneous	norgestimate	60	160	9600	1	3.85677083333333	4	8	3.93546500000001	0.0700003775702534	-1.12419631719417
PPI	Adipose_subcutaneous	norgestrel	60	160	9600	1	3.71447916666667	4	7	3.9342215625	0.0717406118762454	-3.06301256828408
PPI	Adipose_subcutaneous	nortriptyline	81	160	12960	0	3.80987654320988	4	9	3.96352978395061	0.0623442310884133	-2.4645943667639
PPI	Adipose_subcutaneous	olaparib	69	160	11040	0	3.67789855072464	4	7	3.98423125000001	0.0661021343371678	-4.63423310528607
PPI	Adipose_subcutaneous	oxybenzone	56	160	8960	0	3.746875	4	7	3.96748649553572	0.0728382681562802	-3.02878557000258
PPI	Adipose_subcutaneous	oxymetazoline	61	160	9760	0	3.85215163934426	4	7	3.9910681352459	0.0735564276785472	-1.88857045245218
PPI	Adipose_subcutaneous	palbociclib	86	160	13760	0	3.70116279069767	4	7	3.94066286337209	0.0606664915914992	-3.94781478855091
PPI	Adipose_subcutaneous	panobinostat	97	160	15520	0	3.73240979381443	4	9	3.92374922680412	0.0581932947071932	-3.28799793777682
PPI	Adipose_subcutaneous	paroxetine	73	160	11680	0	3.74486301369863	4	7	3.97283450342466	0.0672696665436253	-3.38891957459292
PPI	Adipose_subcutaneous	pemetrexed	80	160	12800	0	3.65046875	4	7	3.94195953125	0.0617484858548269	-4.72061423393128
PPI	Adipose_subcutaneous	pergolide	54	160	8640	0	3.85034722222222	4	8	4.02448009259259	0.0729392533600382	-2.38736842439045
PPI	Adipose_subcutaneous	phenformin	62	160	9920	0	3.79989919354839	4	7	3.96033114919356	0.0697039059487995	-2.3016207407805
PPI	Adipose_subcutaneous	phenolphthalein	66	160	10560	0	3.81912878787879	4	7	3.93707083333333	0.0662590063080519	-1.78001530699394
PPI	Adipose_subcutaneous	pindolol	58	160	9280	0	3.66616379310345	4	7	3.91093297413793	0.0687380088871785	-3.56090007547682
PPI	Adipose_subcutaneous	pioglitazone	74	160	11840	0	3.71089527027027	4	7	3.92683015202703	0.0641214071475917	-3.36759424601726
PPI	Adipose_subcutaneous	pitavastatin	85	160	13600	0	3.69786764705882	4	9	3.90504507352942	0.0595661760726815	-3.47810519543518
PPI	Adipose_subcutaneous	pizotifen	82	160	13120	0	3.86028963414634	4	8	3.94414359756098	0.0607304209293157	-1.38075715813394
PPI	Adipose_subcutaneous	pravastatin	64	160	10240	0	3.81201171875	4	7	3.99701591796875	0.0693670601227909	-2.66703243428888
PPI	Adipose_subcutaneous	prednicarbate	75	160	12000	0	3.81325	4	7	3.922941	0.0616605807050141	-1.77894853966369
PPI	Adipose_subcutaneous	prednisone	63	160	10080	0	3.71825396825397	4	7	3.9440121031746	0.0668060114837511	-3.37930868654746
PPI	Adipose_subcutaneous	procaterol	56	160	8960	0	3.73683035714286	4	8	3.86501953125	0.0701351770359302	-1.82774435774888
PPI	Adipose_subcutaneous	prochlorperazine	69	160	11040	0	3.80751811594203	4	9	3.94587925724638	0.0668448136216784	-2.06988596134671
PPI	Adipose_subcutaneous	progesterone	63	160	10080	0	3.77837301587302	4	8	3.93634464285714	0.067992853560748	-2.3233563339562
PPI	Adipose_subcutaneous	promethazine	72	160	11520	0	3.79539930555556	4	8	3.94372881944445	0.0648530904087503	-2.2871618446247
PPI	Adipose_subcutaneous	propranolol	70	160	11200	0	3.79366071428571	4	7	3.94779776785714	0.0630759931741014	-2.44367224065713
PPI	Adipose_subcutaneous	pseudoephedrine	85	160	13600	0	3.73360294117647	4	9	3.92322522058824	0.0590806337638923	-3.20955053003612
